Group Name,Aviary Name,Cage,Species Name,Ring no,Gender,Proven,Weight
Lory,Lory Aviary,F34,Violet Necked Lory,CKRC 193,Female,Semi Adult,
Lory,Lory Aviary,F34,Violet Necked Lory,CKRD 1394,Male,Semi Adult,
Lorikeet,Lory Aviary,F35,Olive swainson lorikeet,CKRD 1403,Male,Semi Adult,
Lorikeet,Lory Aviary,F35,Olive swainson lorikeet,8AJO373,Female,Semi Adult,
Lory,Lory Aviary,F36,Red Lory ,CKRD 1425,Male,Semi Adult,
Lory,Lory Aviary,F36,Red Lory ,CKRD 676,Female,Semi Adult,
Lorikeet,Lory Aviary,F37,Olive swainson lorikeet,CKRD 1421,Male,Semi Adult,
Lorikeet,Lory Aviary,F37,Olive swainson lorikeet,7000,Female,Semi Adult,
Lory,Lory Aviary,F38,Red Lory ,CKRD 1588,Male,Semi Adult,
Lory,Lory Aviary,F38,Red Lory ,CKR D 2149,Female,Semi Adult,
Lorikeet,Lory Aviary,F39,Olive swainson lorikeet,75KZ6213,Male,Semi Adult,
Lorikeet,Lory Aviary,F39,Swainson's Lorikeet,CKRC 297,Female,Semi Adult,
Lory,Lory Aviary,F40,Violet Necked Lory,CKRE 1949,Female,Semi Adult,
Lory,Lory Aviary,F40,Violet Necked Lory,CKRD 1581,Male,Semi Adult,
Lorikeet,Lory Aviary,F41,Olive swainson lorikeet,2000,Male,Semi Adult,
Lorikeet,Lory Aviary,F41,Swainson's Lorikeet,ACE IND 118,Female,Semi Adult,
Lory,Lory Aviary,F42,Violet Necked Lory,CKRD 1578,Male,Semi Adult,
Lory,Lory Aviary,F42,Violet Necked Lory,CKRE 526,Female,Semi Adult,
Lory,Lory Aviary,F43,Red Lory ,CKRD 1558,Male,Semi Adult,
Lory,Lory Aviary,F43,Red Lory ,CKRD 1539,Female,Semi Adult,
Lory,Lory Aviary,F44,Violet Necked Lory,CKRD 1399,Male,Semi Adult,
Lory,Lory Aviary,F44,Violet Necked Lory,CKRD 1316,Female,Semi Adult,
Lorikeet,Lory Aviary,F45,Olive swainson lorikeet,7L 6678,Male,Semi Adult,
Lorikeet,Lory Aviary,F45,Olive swainson lorikeet,T0660192,Female,Semi Adult,
Lory,Lory Aviary,F46,Red collared lory,CKRF 474,Female,Semi Adult,
Lory,Lory Aviary,F46,Red collared lory,CKRF 395,Male,Semi Adult,
Lory,Lory Aviary,F47,Red Lory ,ACIND142,Male,Semi Adult,
Lory,Lory Aviary,F47,Red Lory ,CKRD 1633,Female,Semi Adult,
Lory,Lory Aviary,F48,Red collared lory,CKRF 027,Male,Semi Adult,
Lory,Lory Aviary,F48,Red collared lory,CKRF 390,Female,Semi Adult,
Lory,Lory Aviary,G03,Olive Swainson Lory,CKRF 339,Male,Semi Adult,
Lory,Lory Aviary,G04,Olive Swainson Lory,CKRE 1892,Male,Semi Adult,
Lory,Lory Aviary,G05,Swainson Lory,CKRE 1579,Male,Semi Adult,
Lory,Lory Aviary,G06,Olive Swainson Lory,CKRE 1222,Male,Semi Adult,
Lory,Lory Aviary,G07,Red Lory ,CKRD 1449,Female,Semi Adult,
Lory,Lory Aviary,G08,Olive Swainson Lory,CKRD 1537,Female,Semi Adult,
Lory,Lory Aviary,G09,Red Lory ,YUV 35,Male,Semi Adult,
Lory,Lory Aviary,G11,Black capped lory,NO RING,Female,Semi Adult,
Lory,Lory Aviary,G12,Swainson Lory,CKRD 1423,Female,Semi Adult,
Lory,Lory Aviary,G17,Swainson Lory,CKRD 614,Female,Semi Adult,
Lory,Lory Aviary,G18,Chattering Lory,CKRD 1594,male,Semi Adult,
Lory,Lory Aviary,G19,Chattering Lory,CKRD 1593,Female,Semi Adult,
Conure,Lory Aviary,G21,Sun Conure,CKRE 1602,Female,Semi Adult,
Conure,Lory Aviary,G22,Sun Conure,CKRE 1309,Female,Semi Adult,
Conure,Lory Aviary,G23,Sun Conure,CKRE 1631,Female,Semi Adult,
Conure,Lory Aviary,G24,Sun Conure,CKRE 1583,Female,Semi Adult,
Lory,Lory Aviary,G25,Red Lory ,ZA08 457,Male,Semi Adult,
Lory,Lory Aviary,G26,Red Lory ,ABN3939,Female,Semi Adult,
Lory,Lory Aviary,G28,Olive Swainson Lory,CKRD 509,Female,Semi Adult,
Lory,Lory Aviary,G29,Red Lory ,YUV 26,Female,Semi Adult,
Lory,Lory Aviary,G30,Red Lory ,YUV 327,Male,Semi Adult,
Lory,Lory Aviary,G31,Chattering Lory,CKRD 1592,Male,Semi Adult,
Lory,Lory Aviary,G32,Chattering Lory,CKRD 670,Female,Semi Adult,
Lory,Lory Aviary,G34,Chattering Lory,CKRD 697,Male,Semi Adult,
Lory,Lory Aviary,G35,Chattering Lory,CKRD 1640,Female,Semi Adult,
Lory,Lory Aviary,G38,Red Lory ,CKRD 673,Male,Semi Adult,
Lory,Lory Aviary,G38,Red Lory ,CKRD 1610,Female,Semi Adult,
Lory,Lory Aviary,G40,Red Lory ,CKR D 1554,Male,Semi Adult,
Lory,Lory Aviary,G41,Chattering Lory,CKR 26,Female,Semi Adult,
Lory,Lory Aviary,G41,Chattering Lory,MAR068,Male,Semi Adult,
Lory,Lory Aviary,G42,Red Lory ,CKR D 1541,Male,Semi Adult,
Lory,Lory Aviary,G42,Red Lory ,CKRD 2177,Female,Semi Adult,
Lory,Lory Aviary,G43,Chattering Lory,CKRC 377,Female,Semi Adult,
Lory,Lory Aviary,G43,Chattering Lory,CKRD 1596,Male,Semi Adult,
Lory,Lory Aviary,G44,Red Lory ,CKRF 130,Female,Semi Adult,
Lory,Lory Aviary,G44,Red Lory ,CKRF 1010,Male,Semi Adult,
Lory,Lory Aviary,G45,Chattering Lory,MCR 086,Female,Semi Adult,
Lory,Lory Aviary,G45,Chattering Lory,12R07,Male,Semi Adult,
Lory,Lory Aviary,G46,Red Lory ,CKRD 1527,Male,Semi Adult,
Lory,Lory Aviary,G46,Red Lory ,CKRD 1623,Female,Semi Adult,
Lory,Lory Aviary,G47,Swainson Lory,CKRE 1940,Female,Semi Adult,
Lory,Lory Aviary,G48,Red Lory ,CKRD 1603,Female,Semi Adult,
Lory,Lory Aviary,G48,Red Lory ,CKRD 1204,Male,Semi Adult,
Conure,Lory Aviary,H01,Sun Conure,CKRE 1619,Male,Semi Adult,
Conure,Lory Aviary,H01,Sun Conure,CKRE 1623,Female,Semi Adult,
Conure,Lory Aviary,H02,Sun Conure,CKRE 1587,Male,Semi Adult,
Conure,Lory Aviary,H02,Sun Conure,CKRE 1567,Female,Semi Adult,
Conure,Lory Aviary,H03,Sun Conure,CKRE 1320,Female,Semi Adult,
Conure,Lory Aviary,H03,Sun Conure,CKRE 1582,Male,Semi Adult,
Conure,Lory Aviary,H04,Sun Conure,CKRE 1626,Female,Semi Adult,
Conure,Lory Aviary,H05,Sun Conure,CKRE 1618,Male,Semi Adult,
Conure,Lory Aviary,H05,Sun Conure,CKRE 1956,Female,Semi Adult,
Conure,Lory Aviary,H06,Sun Conure,CKRE 1573,Male,Semi Adult,
Conure,Lory Aviary,H06,Sun Conure,CKRE 1621,Female,Semi Adult,
Conure,Lory Aviary,H07,Sun Conure,CKRE 1290,Female,Semi Adult,
Conure,Lory Aviary,H07,Sun Conure,CKRE 1289,Male,Semi Adult,
Conure,Lory Aviary,H08,Sun Conure,CKRE 1617,Female,Semi Adult,
Conure,Lory Aviary,H08,Sun Conure,CKRE 1625,Male,Semi Adult,
Conure,Lory Aviary,H09,Sun Conure,CKRE 1592,Female,Semi Adult,
Conure,Lory Aviary,H09,Sun Conure,CKRE 1597,Male,Semi Adult,
Conure,Lory Aviary,H10,Sun Conure,CKRE 1345,Male,Semi Adult,
Conure,Lory Aviary,H10,Sun Conure,CKRE 1338,Female,Semi Adult,
Conure,Lory Aviary,H11,Sun Conure,CKRE 1613,Male,Semi Adult,
Conure,Lory Aviary,H11,Sun Conure,CKRE 1319,Female,Semi Adult,
Conure,Lory Aviary,H12,Sun Conure,CKRE 1292,Female,Semi Adult,
Conure,Lory Aviary,H12,Sun Conure,CKRE 1568,Male,Semi Adult,
Conure,Lory Aviary,H13,Sun Conure,CKRE 1275,Female,Semi Adult,
Conure,Lory Aviary,H13,Sun Conure,CKRE 1603,Male,Semi Adult,
Conure,Lory Aviary,H14,Sun Conure,CKRE 1970,Female,Semi Adult,
Conure,Lory Aviary,H14,Sun Conure,CKRE 1647,Male,Semi Adult,
Conure,Lory Aviary,H15,Sun Conure,CKRE 1622,Female,Semi Adult,
Conure,Lory Aviary,H15,Sun Conure,CKRE 1588,Male,Semi Adult,
Conure,Lory Aviary,H16,Sun Conure,CKRE 1277,Female,Semi Adult,
Conure,Lory Aviary,H16,Sun Conure,CKRE 1594,Male,Semi Adult,
Conure,Lory Aviary,H17,Sun Conure,CKRE 1600,Female,Semi Adult,
Conure,Lory Aviary,H17,Sun Conure,CKRE 1634,Male,Semi Adult,
Conure,Lory Aviary,H18,Sun Conure,CKRE 1595,Female,Semi Adult,
Conure,Lory Aviary,H18,Sun Conure,CKRE 1593,Male,Semi Adult,
Conure,Garden,H19,Crimson bellied conure,LPV 016,,Proven,
Conure,Garden,H19,Crimson bellied conure,1DEERS 176,,Proven,
Conure,Garden,H20,Sun conure,GB 2927,Female,Proven,
Conure,Garden,H20,Sun conure,GB 2707,MALE,Proven,
Conure,Garden,H21,Crimson bellied conure,GLITUS 48,Female,Proven,
Conure,Garden,H21,Crimson bellied conure,AF 25,Male,Proven,
Conure,Garden,H22,Sun conure,GB 2799,Male,Proven,
Conure,Garden,H22,Sun conure,GB 2868,Female,Proven,
Lory,Lory Aviary,H23,Black capped lory,JFS11,Male,Semi Adult,
Lory,Lory Aviary,H24,Chattering Lory,CKRD 1410,Male,Semi Adult,
Conure,Garden,H25,Janday conure,Ckr 057,Female,Proven,
Conure,Garden,H25,Sun conure,Ckr 21,Male,Proven,
Conure,Garden,H26,Sun conure,GD 2692,Male,Proven,
Conure,Garden,H26,Sun conure,GD 3183,Female,Proven,
Conure,Lory Aviary,I 01,Crimson Bellied conure,TJ 0789,Female,Non proven,
Conure,Lory Aviary,I 01,Crimson Bellied conure,AP 72786,Male,Non proven,
Conure,Lory Aviary,I 02,Crimson Bellied conure,137,Male,Non proven,
Conure,Lory Aviary,I 02,Crimson Bellied conure,Huang.480,Female,Non proven,
Conure,Lory Aviary,I 03,Crimson Bellied conure,HMS .19.197,,Non proven,
Conure,Lory Aviary,I 03,Crimson Bellied conure,S.K 319,,Non proven,
Conure,Lory Aviary,I 04,Crimson Bellied conure,163,,Non proven,
Conure,Lory Aviary,I 04,Crimson Bellied conure,3879,,Non proven,
Parrot,Lory Aviary,I 05,Caique,CKR 21,,Proven,
Parrot,Lory Aviary,I 05,Caique,OMC 038,,Proven,
Conure,Lory Aviary,I 06,Crimson Bellied conure,PRCHAEARYRAVS063,,Proven,
Conure,Lory Aviary,I 06,Crimson Bellied conure,AJWA06,,Proven,
Parrot,Lory Aviary,I 07,Caique,G01,,Proven,
Parrot,Lory Aviary,I 07,Caique,No Ring,,Proven,
Conure,Lory Aviary,I 08,Crimson Bellied conure,FAESAL 547,,Non proven,
Conure,Lory Aviary,I 08,Crimson Bellied conure,376,,Non proven,
Conure,Lory Aviary,I 09,Blue throated Conure,No ring,NA,Proven,
Conure,Lory Aviary,I 09,Blue throated Conure,No ring,NA,Proven,
Conure,Lory Aviary,I 10,Crimson Bellied conure,RAGHU 001,,Non proven,
Conure,Lory Aviary,I 10,Crimson Bellied conure,RAJA 110,,Non proven,
Conure,Lory Aviary,I 11,Sun Conure,CKRE 1614,Female,Semi Adult,
Conure,Lory Aviary,I11,Sun Conure,CKRE 1596,Male,Semi Adult,
Conure,Lory Aviary,I 12,Crimson Bellied conure,Hoang .571,Female,Non proven,
Conure,Lory Aviary,I 12,Crimson Bellied conure,6 R.Fo248,Male,Non proven,
Conure,Lory Aviary,I 13,Sun and Jandaya,CKRE 1589,Male,Semi Adult,
Conure,Lory Aviary,I13,Sun and Jandaya,CKRE 1569,Female,Semi Adult,
Conure,Lory Aviary,I 14,Crimson Bellied conure,DVJ 001,,Non proven,
Conure,Lory Aviary,I 14,Crimson Bellied conure,DOONPET 132,,Non proven,
Conure,Lory Aviary,I 15,Sun Conure,CKRE 1624,Female,Semi Adult,
Conure,Lory Aviary,I 15,Sun Conure,CKRE 1552,Male,Semi Adult,
Conure,Lory Aviary,I 16,Crimson Bellied conure,GPWLWL0335515001,,Non proven,
Conure,Lory Aviary,I 16,Crimson Bellied conure,ATR 025,,Non proven,
Conure,Lory Aviary,I17,Sun Conure,CKRE 1627,Male,Semi Adult,
Conure,Lory Aviary,I 17,Sun Conure,CKRE 1325,Female,Semi Adult,
Conure,Lory Aviary,I 18,Crimson Bellied conure,ABML 55937010044,,Non proven,
Conure,Lory Aviary,I 18,Crimson Bellied conure,SIVA 523,,Non proven,
Conure,Lory Aviary,I 19,Sun Conure,CKRE 1630,Female,Semi Adult,
Conure,Lory Aviary,I 19,Sun Conure,CKRE 1525,Male,Semi Adult,
Conure,Lory Aviary,I 20,Crimson Bellied conure,GB 2569,Female,Non proven,
Conure,Lory Aviary,I 20,Crimson Bellied conure,GB 2585,Male,Non proven,
Conure,Lory Aviary,I 21,Sun Conure,CKRE 1644,Female,Semi Adult,
Conure,Lory Aviary,I 21,Sun Conure,CKRE 1527,Male,Semi Adult,
Conure,Lory Aviary,I 22,Crimson Bellied conure,FAISAL125,Female,Non proven,
Conure,Lory Aviary,I 22,Crimson Bellied conure,YM 132,Male,Non proven,
Conure,Lory Aviary,J01,Sun Conure,CKRE 1620,Female,Semi Adult,
Conure,Lory Aviary,J01,Sun Conure,CKRE 1629,Male,Semi Adult,
Lory,Lory Aviary,J02,Violet Nacked Lory,VPW 10,Female,Semi Adult,
Lory,Lory Aviary,J02,Violet Necked Lory,CKRD 503,Female,Semi Adult,
Conure,Lory Aviary,J03,Sun Conure,CKRE 1331,Female,Semi Adult,
Conure,Lory Aviary,J03,Sun Conure,CKRE 1274,Male,Semi Adult,
Conure,Lory Aviary,J04,Sun Conure,CKRE 1606,Female,Semi Adult,
Conure,Lory Aviary,J04,Sun Conure,CKRE 1317,Male,Semi Adult,
Conure,Lory Aviary,J05,Sun Conure,CKRE 1814,Female,Semi Adult,
Conure,Lory Aviary,J05,Sun Conure,CKRE 1333,Male,Semi Adult,
Conure,Lory Aviary,J06,Sun Conure,CKRE 1313,Female,Semi Adult,
Conure,Lory Aviary,J06,Sun Conure,CKRE 1343,Male,Semi Adult,
Conure,Lory Aviary,J07,Sun Conure,CKRE 1965,Male,Semi Adult,
Conure,Lory Aviary,J08,Sun Conure,CKRE 1973,Female,Semi Adult,
Conure,Lory Aviary,J08,Sun Conure,CKRE 1336,Male,Semi Adult,
Conure,Lory Aviary,J09,Sun Conure,CKRE 1102,Female,Semi Adult,
Conure,Lory Aviary,J09,Sun Conure,CKRE 1095,Male,Semi Adult,
Conure,Lory Aviary,J10,Sun Conure,CKRE 1097,Female,Semi Adult,
Conure,Lory Aviary,J10,Sun Conure,CKRE 1462,Male,Semi Adult,
Conure,Lory Aviary,J11,Sun Conure,CKRE 1083,Female,Semi Adult,
Conure,Lory Aviary,J11,Sun Conure,CKRE 1093,Male,Semi Adult,
Conure,Lory Aviary,J12,Sun Conure,CKRE 1724,Female,Semi Adult,
Conure,Lory Aviary,J12,Sun Conure,CKRE 1493,Male,Semi Adult,
Conure,Lory Aviary,J13,Sun Conure,CKRE 1727,Female,Semi Adult,
Conure,Lory Aviary,J13,Sun Conure,CKRE 1483,Male,Semi Adult,
Conure,Lory Aviary,J14,Sun Conure,CKRE 1140,Male,Semi Adult,
Conure,Lory Aviary,J14,Sun Conure,CKRE 1099,Female,Semi Adult,
Conure,Lory Aviary,J15,Sun Conure,CKRE 1306,Female,Semi Adult,
Conure,Lory Aviary,J15,Sun Conure,CKR E 1323,Male,Semi Adult,
Conure,Lory Aviary,J16,Sun Conure,CKRE 1500,Female,Semi Adult,
Conure,Lory Aviary,J16,Sun Conure,CKRE 1492,Male,Semi Adult,
Conure,Lory Aviary,J17,Sun Conure,CKRE 1961,Male,Semi Adult,
Conure,Lory Aviary,J17,Sun Conure,CKRE 1726,Female,Semi Adult,
Conure,Lory Aviary,J18,Sun Conure,CKRE 1985,Male,Semi Adult,
Conure,Lory Aviary,J18,Sun Conure,CKRE 1485,Female,Semi Adult,
Conure,Lory Aviary,J19,Sun Conure,CKRE 1766,Male,Semi Adult,
Conure,Lory Aviary,J19,Sun Conure,CKRE 1787,Female,Semi Adult,
Conure,Lory Aviary,J20,Sun Conure,CKRE 1285,Male,Semi Adult,
Conure,Lory Aviary,J20,Sun Conure,CKRE 1780,Female,Semi Adult,
Conure,Lory Aviary,J21,Sun Conure,CKRE 1123,Male,Semi Adult,
Conure,Lory Aviary,J21,Sun Conure,CKRE 1987,Female,Semi Adult,
Conure,Lory Aviary,J22,Sun Conure,CKRE 1491,Male,Semi Adult,
Conure,Lory Aviary,J22,Sun Conure,CKRE 1112,Female,Semi Adult,
Conure,Lory Aviary,K01,Sun Conure,CKRE 1056,Male,Semi Adult,
Conure,Lory Aviary,K01,Sun Conure,CKRE 1126,Female,Semi Adult,
Conure,Lory Aviary,K02,Sun Conure,CKRE 1111,Male,Semi Adult,
Conure,Lory Aviary,K02,Sun Conure,CKRE 1089,Female,Semi Adult,
Conure,Lory Aviary,K03,Sun Conure,CKRE 1114,Male,Semi Adult,
Conure,Lory Aviary,K03,Sun Conure,CKRE 1711,Female,Semi Adult,
Conure,Lory Aviary,K04,Sun Conure,CKRE 1765,Male,Semi Adult,
Conure,Lory Aviary,K04,Sun Conure,CKRE 1998,Female,Semi Adult,
Conure,Lory Aviary,K05,Sun Conure,CKRE 1827,Male,Semi Adult,
Conure,Lory Aviary,K05,Sun Conure,CKRE 1307,Female,Semi Adult,
Conure,Lory Aviary,K06,Sun Conure,CKRE 1565,Male,Semi Adult,
Conure,Lory Aviary,K06,Sun Conure,CKRE 1837,Female,Semi Adult,
Conure,Lory Aviary,K07,Sun Conure,CKRE 1495,Male,Semi Adult,
Conure,Lory Aviary,K07,Sun Conure,CKRE 1118,Female,Semi Adult,
Conure,Lory Aviary,K08,Sun Conure,CKRE 1706,Male,Semi Adult,
Conure,Lory Aviary,K08,Sun Conure,CKRE 1139,Female,Semi Adult,
Conure,Lory Aviary,K09,Sun Conure,CKRE 1131,Male,Semi Adult,
Conure,Lory Aviary,K09,Sun Conure,CKRE 1251,Female,Semi Adult,
Conure,Lory Aviary,K10,Sun Conure,CKRE 2003,Male,Semi Adult,
Conure,Lory Aviary,K10,Sun Conure,CKRE 2027,Female,Semi Adult,
Conure,Lory Aviary,K11,Sun Conure,CKRE 1497,Male,Semi Adult,
Conure,Lory Aviary,K11,Sun Conure,CKRE 1461,Female,Semi Adult,
Conure,Lory Aviary,K12,Sun Conure,CKRE 1802,Male,Semi Adult,
Conure,Lory Aviary,K12,Sun Conure,CKRE 1993,Female,Semi Adult,
Conure,Lory Aviary,K13,Sun Conure,CKRE 1767,Male,Semi Adult,
Conure,Lory Aviary,K13,Sun Conure,CKRE 2004,Female,Semi Adult,
Conure,Lory Aviary,K14,Sun Conure,CKRE 1755,Male,Semi Adult,
Conure,Lory Aviary,K14,Sun Conure,CKRE 1756,Female,Semi Adult,
Conure,Lory Aviary,K15,Sun Conure,CKRE 1478,Male,Semi Adult,
Conure,Lory Aviary,K15,Sun Conure,CKRE 1335,Female,Semi Adult,
Conure,Lory Aviary,K16,Sun Conure,CKRE 1994,Male,Semi Adult,
Conure,Lory Aviary,K16,Sun Conure,CKRE 1348,Female,Semi Adult,
Conure,Lory Aviary,K17,Sun Conure,CKRE 2000,Male,Semi Adult,
Conure,Lory Aviary,K17,Sun Conure,CKRE 1789,Female,Semi Adult,
Conure,Lory Aviary,K18,Sun Conure,CKRE 1476,Male,Semi Adult,
Conure,Lory Aviary,K18,Sun Conure,CKRE 1730,Female,Semi Adult,
Conure,Lory Aviary,K19,Sun Conure,CKRE 1533,Male,Semi Adult,
Conure,Lory Aviary,K19,Sun Conure,CKRE 1646,Female,Semi Adult,
Conure,Lory Aviary,K20,Sun Conure,CKRE 1465,Male,Semi Adult,
Conure,Lory Aviary,K20,Janday Conure,CKRE 1796,Female,Semi Adult,
Conure,Lory Aviary,K21,Sun Conure,CKRE 1760,Male,Semi Adult,
Conure,Lory Aviary,K21,Sun Conure,CKRE 1278,Female,Semi Adult,
Conure,Lory Aviary,K22,Sun Conure,CKRE 1764,Male,Semi Adult,
Conure,Lory Aviary,K22,Sun Conure,CKRE 1701,Female,Semi Adult,
Conure,Macaw Aviary,M02,Sun Conure,CKRE 1062,Female,Semi Adult,
Conure,Macaw Aviary,M02,Sun Conure,CKRE 1648,Male,Semi Adult,
Conure,Macaw Aviary,M02,Sun Conure,CKRF 724,Male,Semi Adult,
Conure,Macaw Aviary,M02,Sun and Jandaya,CKRF 880,Male,Semi Adult,
Conure,Macaw Aviary,M02,Sun Conure,CKRE 1293,Male,Semi Adult,
Conure,Macaw Aviary,M02,Sun Conure,CKRF 725,Female,Semi Adult,
Conure,Macaw Aviary,M02,Sun Conure,CKRF 811,Male,Semi Adult,
Conure,Macaw Aviary,M02,Sun Conure,CKRF 722,Male,Semi Adult,
Conure,Macaw Aviary,M02,Sun Conure,CKRE 1340,Female,Semi Adult,
Conure,Macaw Aviary,M02,Sun Conure,CKRF839,Female,Semi Adult,
Conure,Macaw Aviary,M03,Sun Conure,CKRF888,Female,Semi Adult,
Conure,Macaw Aviary,M03,Sun Conure,CKRF840,Female,Semi Adult,
Conure,Macaw Aviary,M03,Sun and Jandaya,No ring,NA,Semi Adult,
Conure,Macaw Aviary,M03,Sun Conure,CKRE 2002,Male,Semi Adult,
Conure,Macaw Aviary,M03,Sun Conure,CKRF872,Female,Semi Adult,
Conure,Macaw Aviary,M03,Sun Conure,CKRF831,Female,Semi Adult,
Conure,Macaw Aviary,M03,Sun Conure,CKRF881,Male,Semi Adult,
Conure,Macaw Aviary,M03,Sun and Jandaya,CKRF 717,Female,Semi Adult,
Conure,Macaw Aviary,M03,Sun Conure,CKRF836,Female,Semi Adult,
Conure,Macaw Aviary,M03,Sun Conure,CKRF841,Female,Semi Adult,
Conure,Macaw Aviary,M04,Sun Conure,CKRF887,Female,Semi Adult,
Conure,Macaw Aviary,M04,Sun Conure,CKRE 1535,Female,Semi Adult,
Conure,Macaw Aviary,M04,Sun Conure,CKRF882,Female,Semi Adult,
Conure,Macaw Aviary,M04,Sun Conure,CKRF 877,Male,Semi Adult,
Conure,Macaw Aviary,M04,Sun Conure,CKR F 712,NA,Semi Adult,
Conure,Macaw Aviary,M04,Sun Conure,CKRF 862,Male,Semi Adult,
Conure,Macaw Aviary,M04,Sun Conure,CKRF 827,Male,Semi Adult,
Conure,Macaw Aviary,M04,Sun Conure,CKRF 151,Male,Semi Adult,
Conure,Macaw Aviary,M04,Sun Conure,CKRF 878,Male,Semi Adult,
Conure,Macaw Aviary,M04,Sun and Jandaya,CKRF838,Male,Semi Adult,
Conure,Macaw Aviary,M05,Sun Conure,CKRF 826,Female,Semi Adult,
Conure,Macaw Aviary,M05,Sun Conure,CKRF 834,Male,Semi Adult,
Conure,Macaw Aviary,M05,Sun Conure,CKRF 858,Male,Semi Adult,
Conure,Macaw Aviary,M05,Sun Conure,CKRF 854,Female,Semi Adult,
Conure,Macaw Aviary,M05,Sun Conure,CKRF 701,Male,Semi Adult,
Conure,Macaw Aviary,M05,Sun Conure,CKRF 748,Male,Semi Adult,
Conure,Macaw Aviary,M05,Sun Conure,CKRF 185,Female,Semi Adult,
Conure,Macaw Aviary,M05,Sun Conure,CKRF 921,Male,Semi Adult,
Conure,Macaw Aviary,M05,Sun Conure,CKRF 707,Male,Semi Adult,
Conure,Macaw Aviary,M05,Sun Conure,CKRF 946,Male,Semi Adult,
Conure,Macaw Aviary,M06,Sun Conure,CKRF 857,Female,Semi Adult,
Conure,Macaw Aviary,M06,Sun Conure,CKRF829,Male,Semi Adult,
Conure,Macaw Aviary,M06,Sun Conure,CKRF 705,Female,Semi Adult,
Conure,Macaw Aviary,M06,Sun Conure,CKRF 710,Male,Semi Adult,
Conure,Macaw Aviary,M06,Sun Conure,CKRF 855,Female,Semi Adult,
Conure,Macaw Aviary,M06,Sun Conure,CKRF 925,Male,Semi Adult,
Conure,Macaw Aviary,M06,Sun Conure,CKRF 711,Male,Semi Adult,
Conure,Macaw Aviary,M06,Sun Conure,CKRF 706,Male,Semi Adult,
Conure,Macaw Aviary,M06,Sun Conure,CKRF 716,Male,Semi Adult,
Conure,Macaw Aviary,M06,Sun Conure,CKRF 703,Male,Semi Adult,
Conure,Macaw Aviary,M07,Sun Conure,CKRF 924,Female,Semi Adult,
Conure,Macaw Aviary,M07,Sun Conure,CKRE 1328,Male,Semi Adult,
Conure,Macaw Aviary,M07,Sun Conure,CKRF 772,Male,Semi Adult,
Conure,Macaw Aviary,M07,Sun Conure,CKRF 718,Male,Semi Adult,
Conure,Macaw Aviary,M07,Sun Conure,CKRF844,Female,Semi Adult,
Conure,Macaw Aviary,M07,Sun Conure,CKRF837,Male,Semi Adult,
Conure,Macaw Aviary,M07,Sun Conure,CKRF 775,Female,Semi Adult,
Conure,Macaw Aviary,M07,Sun Conure,CKRF 861,Male,Semi Adult,
Conure,Macaw Aviary,M07,Sun Conure,CKRF 747,Male,Semi Adult,
Conure,Macaw Aviary,M07,Janday Conure,CKRF866,Male,Semi Adult,
Conure,Macaw Aviary,M08,Sun Conure,CKRF 920,Male,Semi Adult,
Conure,Macaw Aviary,M08,Sun Conure,CKRF 914,Female,Semi Adult,
Conure,Macaw Aviary,M08,Sun Conure,CKRF 944,Male,Semi Adult,
Conure,Macaw Aviary,M08,Sun Conure,CKRF 800,Female,Semi Adult,
Conure,Macaw Aviary,M08,Sun Conure,CKRF 999,Male,Semi Adult,
Conure,Macaw Aviary,M08,Sun Conure,CKRF 871,Male,Semi Adult,
Conure,Macaw Aviary,M08,Sun Conure,CKRF 945,Male,Semi Adult,
Conure,Macaw Aviary,M08,Sun Conure,CKRF 843,Female,Semi Adult,
Conure,Macaw Aviary,M08,Sun Conure,CKRF886,Male,Semi Adult,
Conure,Macaw Aviary,M08,Sun Conure,CKRF 830,Male,Semi Adult,
Conure,Macaw Aviary,M09,Sun Conure,CKRF 948,Male,Semi Adult,
Conure,Macaw Aviary,M09,Sun Conure,CKRF 997,Male,Semi Adult,
Conure,Macaw Aviary,M09,Sun Conure,CKRF 869,Male,Semi Adult,
Conure,Macaw Aviary,M09,Sun Conure,CKRF 771,Male,Semi Adult,
Conure,Macaw Aviary,M09,Sun Conure,CKRF833,Male,Semi Adult,
Conure,Macaw Aviary,M09,Sun Conure,CKRF 873,Female,Semi Adult,
Conure,Macaw Aviary,M09,Sun Conure,CKRF 892,Female,Semi Adult,
Conure,Macaw Aviary,M09,Sun Conure,CKRF 695,Female,Semi Adult,
Conure,Macaw Aviary,M09,Sun Conure,CKRF 958,Male,Semi Adult,
Conure,Macaw Aviary,M09,Sun Conure,CKRF 962,Male,Semi Adult,
Conure,Macaw Aviary,M10,Sun Conure,CKRF 961,Female,Semi Adult,
Conure,Macaw Aviary,M10,Sun Conure,CKRF 1000,Female,Semi Adult,
Conure,Macaw Aviary,M10,Sun Conure,CKRF 967,Male,Semi Adult,
Conure,Macaw Aviary,M10,Sun Conure,CKRF 700,Female,Semi Adult,
Conure,Macaw Aviary,M10,Sun Conure,CKRF 960,Female,Semi Adult,
Conure,Macaw Aviary,M10,Sun Conure,CKRF 694,Male,Semi Adult,
Conure,Macaw Aviary,M10,Sun Conure,CKRF 693,Female,Semi Adult,
Conure,Macaw Aviary,M10,Sun Conure,CKRF 919,Male,Semi Adult,
